| No | Level | Date | Time | Text |
|1|INFO|22 Mar 2020|08:51 AM|:.main: *************** RSVP Agent started ***************|
|2|INFO|22 Mar 2020|08:51 AM|:...locate_configFile: Specified configuration file: /u/user10/rsvpd1.conf|
|3|DEBUG|22 Mar 2020|08:51 AM|:.main: Using log level 511|
|4|ERROR|22 Mar 2020|08:51 AM|:..settcpimage: Get TCP images rc - EDC8112I Operation not supported on socket.|
|5|INFO|22 Mar 2020|08:51 AM|:..settcpimage: Associate with TCP/IP image name = TCPCS|
|6|INFO|22 Mar 2020|08:51 AM|:..reg_process: registering process with the system|
|7|INFO|22 Mar 2020|08:51 AM|:..reg_process: attempt OS/390 registration|
|8|INFO|22 Mar 2020|08:51 AM|:..reg_process: return from registration rc=0|
|9|TRACE|22 Mar 2020|08:51 AM|:...read_physical_netif: Home list entries returned = 7|
|10|DEBUG|22 Mar 2020|08:51 AM|:...read_physical_netif: index #0, interface VLINK1 has address 129.1.1.1, ifidx 0|
|11|INFO|22 Mar 2020|08:51 AM|:...read_physical_netif: index #1, interface TR1 has address 9.37.65.139, ifidx 1|
|12|INFO|22 Mar 2020|08:51 AM|:...read_physical_netif: index #2, interface LINK11 has address 9.67.100.1, ifidx 2|
|13|INFO|22 Mar 2020|08:51 AM|:...read_physical_netif: index #3, interface LINK12 has address 9.67.101.1, ifidx 3|
|14|INFO|22 Mar 2020|08:51 AM|:...read_physical_netif: index #4, interface CTCD0 has address 9.67.116.98, ifidx 4|
|15|INFO|22 Mar 2020|08:51 AM|:...read_physical_netif: index #5, interface CTCD2 has address 9.67.117.98, ifidx 5|
|16|INFO|22 Mar 2020|08:51 AM|:...read_physical_netif: index #6, interface LOOPBACK has address 127.0.0.1, ifidx 0|
|17|DEBUG|22 Mar 2020|08:51 AM|:....mailslot_create: creating mailslot for timer|
|18|INFO|22 Mar 2020|08:51 AM|:...mailbox_register: mailbox allocated for timer|
|19|INFO|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP|
|20|INFO|22 Mar 2020|08:51 AM|:....mailbox_register: mailbox allocated for rsvp|
|21|INFO|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP via UDP|
|22|WARN|22 Mar 2020|08:51 AM|:.....mailslot_create: setsockopt(MCAST_ADD) failed - EDC8116I Address not available.|
|23|INFO|22 Mar 2020|08:51 AM|:....mailbox_register: mailbox allocated for rsvp-udp|
|24|TRACE|22 Mar 2020|08:51 AM|:..entity_initialize: interface 129.1.1.1, entity for rsvp allocated and initialized|
|25|INFO|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP|
|26|INFO|22 Mar 2020|08:51 AM|:....mailbox_register: mailbox allocated for rsvp|
|27|INFO|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP via UDP|
|28|WARN|22 Mar 2020|08:51 AM|:.....mailslot_create: setsockopt(MCAST_ADD) failed - EDC8116I Address not available.|
|29|INFO|22 Mar 2020|08:51 AM|:....mailbox_register: mailbox allocated for rsvp-udp|
|30|TRACE|22 Mar 2020|08:51 AM|:..entity_initialize: interface 9.37.65.139, entity for rsvp allocated and|
|31|INFO|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP|
|32|INFO|22 Mar 2020|08:51 AM|:....mailbox_register: mailbox allocated for rsvp|
|33|DEBUG|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP via UDP|
|34|WARN|22 Mar 2020|08:51 AM|:.....mailslot_create: setsockopt(MCAST_ADD) failed - EDC8116I Address not available.|
|35|ERROR|22 Mar 2020|08:51 AM|:....mailbox_register: mailbox allocated for rsvp-udp|
|36|TRACE|22 Mar 2020|08:51 AM|:..entity_initialize: interface 9.67.100.1, entity for rsvp allocated and initialized|
|37|INFO|22 Mar 2020|08:51 AM|:.....mailslot_create: creating mailslot for RSVP|
